#OTU,Sp11,Sp12,Sp13,Sp21,Sp22,Sp23,Su11,Su12,Su13,Su21,Su22,Su23,Au11,Au12,Au13,Au21,Au22,Au23,Wi11,Wi12,Wi13,Wi21,Wi22,Wi23
Otu10,11,463,2020,48,10,288,2,14,14,12,9,20,21,152,285,20,48,1048,120,12,106,270,47,88
Otu100,247,132,95,152,124,145,114,83,265,117,106,166,120,150,94,159,125,134,122,170,104,322,155,175
Otu1000,0,0,3,0,0,0,0,19,2,0,0,2,1,1,3,0,0,0,0,2,10,0,0,0
Otu1001,3,0,2,5,14,14,3,0,2,10,7,4,1,3,1,3,2,5,0,5,4,0,3,4
Otu1002,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
Otu1003,2,3,1,8,3,13,0,4,8,2,12,4,1,8,14,10,5,4,0,5,8,0,8,6
Otu1005,9,16,7,9,12,6,8,4,20,5,7,16,7,10,16,8,8,4,5,12,10,0,11,4
Otu1006,1,0,0,8,0,4,2,2,0,3,7,0,0,4,0,7,5,7,11,0,2,10,3,17
Otu1008,10,21,15,14,10,25,17,19,12,12,14,11,22,9,18,14,13,9,16,27,14,2,14,13
Otu1009,6,28,41,3,4,14,7,5,14,3,12,45,5,18,22,7,31,43,5,12,15,21,15,12
Otu101,1,13,130,0,0,1,0,81,0,0,0,11,0,9,41,0,0,0,0,5,120,0,2,8
Otu1010,6,41,14,6,0,8,8,12,7,3,7,2,4,12,14,14,12,16,8,22,21,12,14,17
Otu1011,58,26,26,18,4,13,5,14,7,0,2,11,13,20,21,4,5,18,5,7,17,31,11,8
Otu1012,16,7,11,0,6,4,10,16,5,9,5,11,9,7,18,1,3,0,3,12,17,27,2,4
Otu1013,0,2,0,0,0,0,0,0,0,0,0,0,1,11,9,3,0,0,11,0,0,8,0,2
Otu1014,19,3,6,12,14,10,2,4,3,9,5,4,22,5,10,14,10,11,11,7,6,8,12,19
Otu1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Otu1016,0,0,1,0,1,0,0,0,0,0,2,4,0,5,0,0,0,0,5,10,4,2,6,73
Otu1017,12,3,1,8,10,11,8,12,5,14,5,2,14,3,2,7,0,7,16,2,2,4,9,4
Otu1018,17,4,3,12,18,6,13,4,7,7,2,7,10,2,0,6,8,5,3,0,0,21,8,8
Otu1019,80,56,27,30,30,19,30,25,89,24,33,63,59,49,23,42,15,11,41,89,10,54,21,17
Otu1020,4,3,0,2,4,0,3,5,2,5,5,2,14,5,3,3,0,0,22,5,14,4,3,4
Otu1021,10,10,4,5,6,10,18,7,7,7,0,4,7,9,8,13,3,2,8,10,14,38,9,15
Otu1022,2,1,5,3,12,1,5,23,2,3,2,4,7,4,0,14,5,2,22,0,15,15,3,0
Otu1023,31,16,17,14,10,17,20,39,20,21,5,22,16,37,17,17,16,22,19,34,70,38,18,40
Otu1024,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,11,0,0,0,0,0,29,5,0
Otu1025,4,3,0,6,1,0,0,11,2,0,0,0,1,2,0,3,0,0,0,0,4,10,2,8
Otu1026,0,3,3,3,1,6,0,2,8,9,0,11,4,1,1,1,2,2,0,7,0,0,6,4
Otu1027,4,1,10,2,4,3,5,7,0,2,0,2,13,16,9,8,7,5,27,15,19,4,2,6
Otu1028,0,1,1,0,4,0,3,2,25,0,2,4,2,1,2,0,5,0,0,2,23,0,2,8
Otu1029,0,7,2,2,0,10,0,0,0,0,0,0,0,4,3,0,0,0,0,2,8,0,0,2
Otu103,169,62,36,60,52,135,169,39,241,139,94,162,138,83,95,149,109,74,46,94,50,4,135,115
Otu1030,1,3,10,12,3,8,3,5,25,9,2,2,3,4,12,7,21,13,0,17,2,0,8,4
Otu1031,9,14,3,2,4,13,5,9,17,15,9,27,15,19,12,14,12,4,0,7,8,2,9,4
Otu1032,10,4,3,8,8,13,10,9,8,15,2,16,3,3,4,17,2,11,3,2,0,2,6,13
Otu1034,10,4,1,2,4,4,7,0,8,12,12,9,4,11,1,7,5,9,8,5,2,0,8,15
Otu1035,2,4,11,2,1,3,2,12,3,2,0,0,11,9,13,4,3,14,14,30,17,17,6,12
Otu1036,0,1,1,0,12,4,0,0,2,9,5,4,0,1,2,14,0,0,0,2,0,0,5,2
Otu1037,1,2,0,12,19,0,3,7,0,3,7,0,5,5,2,1,0,0,8,0,0,8,3,0
Otu1038,6,1,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0
Otu1039,2,3,1,0,1,4,5,0,2,3,5,0,5,3,0,8,8,0,0,5,2,4,3,2
Otu104,11,6,15,12,10,19,3,44,20,33,7,16,82,26,37,56,33,18,234,94,64,510,60,132
Otu1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0
Otu1041,1,0,0,2,25,4,0,0,0,28,14,16,7,0,0,15,2,0,33,0,0,10,0,8
Otu1042,0,2,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,5,15,8,9,6
Otu1043,3,11,6,0,8,7,0,2,10,10,21,4,0,4,9,4,18,24,3,7,2,0,23,15
Otu1044,3,3,5,8,7,11,8,12,10,5,14,7,6,15,16,6,15,5,35,12,2,27,32,19
Otu1045,1,3,7,2,1,8,0,4,14,0,0,4,4,5,16,1,3,7,0,2,8,2,3,4
Otu1046,10,5,4,0,1,4,0,2,2,0,5,4,4,8,12,6,2,2,8,2,8,4,3,6
Otu1047,10,1,2,6,0,6,3,0,2,10,5,7,2,9,5,14,8,5,5,2,6,0,6,8
Otu1048,4,0,0,3,10,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,2,0,0
Otu1049,27,20,18,20,19,49,27,5,35,84,52,43,27,44,25,56,51,40,22,20,21,19,37,52
Otu105,122,86,52,91,283,249,66,37,171,139,177,87,75,88,68,234,130,71,133,96,44,31,109,140
Otu1050,16,9,3,3,14,3,12,7,5,9,5,2,19,7,7,4,8,4,0,2,2,2,5,10
Otu1051,9,7,7,6,14,13,22,9,10,29,12,18,10,9,16,13,20,4,8,5,12,0,6,10
Otu1052,0,0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu1053,8,1,3,8,3,0,7,4,0,0,0,2,18,2,0,0,0,2,0,0,0,0,0,0
Otu1054,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,10,0,0,0
Otu1055,6,2,3,5,7,17,3,4,5,12,14,13,1,7,8,8,7,16,8,5,4,6,8,23
Otu1056,3,6,9,6,6,7,2,21,5,9,2,9,1,4,5,13,12,4,3,2,8,2,8,15
Otu1057,13,8,11,6,1,4,8,21,3,0,2,11,11,8,14,0,0,5,3,32,21,2,9,8
Otu1058,5,3,8,2,4,6,5,5,14,3,0,7,1,11,6,1,2,7,0,10,2,0,3,4
Otu1059,2,0,0,2,0,3,0,0,2,17,5,4,1,0,0,1,0,0,0,2,0,0,3,4
Otu106,0,0,0,0,66,1,0,0,0,119,0,0,1,0,7,3,0,0,79,5,0,8,0,0
Otu1060,4,2,0,0,10,8,3,0,2,3,16,2,3,1,5,3,18,0,0,2,0,2,2,0
Otu1063,22,17,17,23,29,25,8,25,44,22,45,20,41,39,23,64,41,29,84,17,10,58,41,46
Otu1064,2,3,3,0,0,10,0,5,8,2,5,0,0,5,1,0,2,2,0,0,2,0,2,4
Otu1065,21,1,3,5,59,13,10,7,2,12,31,11,10,0,5,10,5,7,30,5,10,6,2,4
Otu1066,1,2,1,0,0,6,10,0,0,7,0,9,1,1,3,7,8,5,11,0,0,4,6,6
Otu1067,2,23,21,3,3,1,15,11,2,2,0,7,3,9,22,4,2,4,14,12,37,10,17,17
Otu1068,3,1,1,2,1,3,2,12,2,2,5,4,1,5,3,7,3,0,5,7,4,25,5,6
Otu1069,9,0,0,2,19,3,15,0,0,2,19,2,15,8,0,0,0,0,3,0,0,0,0,0
Otu107,0,49,153,0,1,18,0,0,2,2,0,0,0,51,5,0,5,103,71,0,2,165,2,35
Otu1070,2,0,3,5,0,4,13,23,19,3,0,9,4,24,10,3,3,4,0,22,2,12,6,6
Otu1071,20,11,3,11,10,11,25,2,15,5,14,11,16,12,3,1,13,4,5,5,8,19,6,12
Otu1072,2,10,26,0,4,14,0,14,3,0,0,2,0,12,38,0,0,20,3,2,14,0,12,19
Otu1074,3,10,2,2,3,1,0,9,20,2,9,11,7,5,6,3,2,2,0,5,6,2,3,4
Otu1075,3,5,9,8,7,7,8,35,0,9,12,7,4,3,15,7,16,16,14,2,15,12,9,13
Otu1076,4,6,3,0,0,0,7,2,12,0,0,4,10,2,13,0,0,0,3,5,14,0,0,2
Otu1077,0,3,2,0,0,1,0,5,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,2
Otu1078,2,2,1,2,3,4,5,2,0,2,2,0,1,5,3,6,0,4,0,2,0,0,3,6
Otu1079,0,9,3,0,0,0,0,19,14,0,0,11,2,3,8,1,5,0,0,0,12,0,2,8
Otu108,64,108,47,125,146,203,201,51,152,301,325,213,70,79,59,159,198,38,65,96,60,31,83,67
Otu1083,0,0,1,0,0,0,0,0,2,0,0,2,5,2,0,0,0,0,8,0,0,0,0,0
Otu1084,6,14,4,3,12,8,13,12,8,2,16,13,16,13,15,1,5,5,5,15,21,0,9,6
Otu1085,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1086,2,3,6,2,0,6,0,14,7,5,0,0,1,4,5,1,7,0,0,0,29,2,11,17
Otu1087,5,1,1,0,4,0,0,0,0,0,0,0,0,2,2,0,3,2,3,7,0,0,0,0
Otu1088,2,0,1,0,0,0,7,2,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0
Otu1089,9,3,2,5,10,1,10,5,2,2,2,0,4,2,2,0,0,2,5,0,2,0,0,0
Otu109,28,1,0,9,12,0,27,30,0,60,2,13,64,4,1,162,0,0,22,0,2,0,5,0
Otu1091,3,9,4,2,12,8,5,0,0,7,2,11,6,5,2,4,8,11,3,7,0,0,8,8
Otu1092,2,5,9,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2
Otu1094,7,3,6,5,8,11,8,9,19,14,9,7,2,5,13,6,7,9,5,7,6,4,12,15
Otu1096,0,3,0,0,1,0,0,2,2,2,0,4,0,2,5,0,0,4,0,0,0,0,2,0
Otu1097,10,8,3,2,3,3,3,0,0,0,7,0,7,1,1,1,10,0,0,7,0,0,6,0
Otu1098,2,2,0,6,0,6,0,0,2,22,5,4,1,0,0,1,3,0,0,5,12,0,3,0
Otu1099,8,13,9,0,11,13,8,9,15,21,9,13,13,12,10,20,15,31,14,7,2,6,17,12
Otu11,96,771,251,168,58,77,352,158,30,103,16,476,126,66,126,21,5,42,536,1088,176,84,208,61
Otu110,0,1,10,0,0,0,0,76,0,0,0,22,0,1,23,0,0,2,0,0,37,0,0,0
Otu1100,11,3,2,5,0,3,2,0,7,19,2,9,2,7,2,10,5,2,3,2,2,4,3,13
Otu1101,3,7,2,2,4,0,5,5,3,0,2,4,11,5,11,3,2,2,3,10,2,4,0,6
Otu1102,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0
Otu1104,20,0,3,2,7,0,5,14,3,12,2,2,19,2,3,27,2,2,0,0,2,8,3,4
Otu1105,25,9,14,3,12,11,17,21,20,12,5,11,19,20,29,10,2,7,27,42,27,4,28,15
Otu1106,4,3,3,5,1,4,0,12,5,3,2,9,1,2,6,7,7,5,0,2,15,0,6,4
Otu1107,2,1,2,3,3,3,15,0,2,9,0,2,4,4,2,3,7,9,5,0,0,0,15,4
Otu1108,37,27,17,9,11,21,38,19,39,36,16,47,17,27,20,33,20,18,8,32,21,2,28,25
Otu1109,6,0,11,2,4,1,0,0,2,3,0,2,13,6,3,1,2,7,5,10,0,0,2,12
Otu1110,14,7,16,11,11,11,10,7,34,17,12,18,18,20,18,25,10,14,8,20,19,0,6,10
Otu1112,4,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Otu1113,1,2,2,3,0,1,2,9,0,2,0,0,1,1,2,0,2,2,0,5,14,0,5,0
Otu1114,0,3,2,0,3,4,0,4,5,3,0,4,0,3,8,10,12,4,3,2,6,4,14,15
Otu1115,0,3,3,2,0,1,3,4,3,0,5,2,0,4,3,0,2,0,0,2,31,12,2,10
Otu1116,4,3,2,3,1,3,10,0,14,3,5,9,6,5,3,6,2,0,5,5,10,2,6,0
Otu1118,3,3,4,17,8,10,0,7,3,3,2,11,4,2,4,4,8,29,0,2,4,6,2,0
Otu1119,0,8,2,2,0,0,0,19,3,0,0,9,1,2,8,0,2,0,0,2,10,8,0,0
Otu112,24,55,44,11,4,29,10,9,66,46,9,63,12,31,40,18,66,136,22,47,14,410,31,36
Otu1121,11,15,19,6,28,6,8,23,15,12,0,27,7,9,10,6,3,7,5,10,27,0,11,23
Otu1122,13,0,0,0,19,0,5,39,0,2,5,0,4,2,0,1,0,0,0,0,0,0,0,0
Otu1123,0,1,4,8,1,7,0,0,0,0,0,2,0,0,6,4,5,29,8,2,6,0,3,6
Otu1124,13,10,6,8,8,11,5,2,29,29,24,18,2,10,10,10,13,2,49,12,15,36,28,46
Otu1125,1,3,3,0,0,0,0,32,0,0,0,2,1,3,6,0,0,2,0,2,10,0,2,6
Otu1127,2,3,8,0,0,6,3,14,5,0,2,22,2,5,15,3,2,24,3,10,10,0,2,6
Otu1128,2,1,1,0,0,0,0,0,0,2,2,2,4,2,5,1,0,0,0,5,6,0,3,4
Otu1129,6,11,5,0,4,17,10,14,14,15,12,7,8,13,12,31,21,9,0,5,8,0,15,10
Otu113,77,3,8,23,4,39,43,4,59,65,14,47,6,18,8,35,28,13,5,12,23,274,14,56
Otu1130,7,4,2,0,0,3,0,9,3,7,2,4,1,12,8,10,5,7,11,7,0,0,0,2
Otu1131,4,10,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0
Otu1132,1,1,2,2,0,6,0,0,3,2,2,4,2,10,7,1,3,0,0,2,6,0,14,10
Otu1133,3,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,2,3,0,0,2,0,0
Otu1134,2,10,4,2,0,0,0,5,3,0,2,2,1,0,2,0,2,0,0,5,2,6,9,6
Otu1135,4,9,8,2,3,3,8,9,2,5,2,2,4,9,3,11,3,5,14,10,2,2,2,2
Otu1136,10,9,6,5,12,4,10,7,17,0,0,2,10,12,12,3,2,0,5,10,8,2,5,2
Otu1137,4,13,7,8,3,3,3,14,2,3,2,2,0,6,8,1,2,2,5,7,17,0,6,17
Otu1138,8,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Otu1139,11,0,0,0,3,0,3,0,0,0,2,0,8,0,0,7,0,0,0,0,0,0,0,0
Otu114,79,94,82,50,94,75,83,65,79,43,59,27,97,148,117,116,109,130,92,111,66,36,73,96
Otu1140,19,4,0,11,10,10,8,5,8,14,2,0,28,10,4,11,0,4,30,20,8,17,15,4
Otu1141,5,3,9,0,6,4,5,14,5,7,9,2,15,7,10,4,8,11,5,7,4,6,3,2
Otu1143,9,6,15,3,30,4,18,12,7,5,19,2,7,6,13,7,5,14,11,2,17,0,8,8
Otu1144,13,10,16,6,3,4,13,16,3,12,2,9,5,12,18,0,2,9,8,27,17,0,6,15
Otu1145,11,12,9,2,1,10,20,12,20,7,7,25,11,7,10,3,5,4,27,5,4,12,8,12
Otu1146,0,0,1,0,0,0,0,7,0,0,0,0,0,2,8,1,0,2,0,2,37,0,5,0
Otu1147,2,12,3,0,0,0,0,18,0,0,7,0,1,3,1,1,2,4,3,0,2,4,3,0
Otu1148,2,6,22,0,4,1,5,21,0,0,2,4,2,24,21,0,5,2,5,27,41,0,5,25
Otu1149,0,2,7,8,1,0,5,5,5,0,0,9,11,5,5,0,0,2,0,2,2,0,2,0
Otu115,33,81,86,60,19,54,12,32,12,17,21,25,8,40,52,36,102,111,46,49,102,21,61,228
Otu1150,0,1,0,2,19,6,0,0,2,5,9,4,4,2,3,4,0,0,5,2,4,13,5,4
Otu1151,11,10,3,5,6,11,12,21,5,19,2,7,6,11,11,17,3,7,33,12,4,10,6,10
Otu1152,2,1,2,2,1,13,2,16,24,5,9,4,13,11,14,13,7,11,11,5,4,58,18,10
Otu1153,2,3,1,0,1,14,0,0,7,9,7,13,0,2,3,1,23,2,0,2,0,2,6,2
Otu1154,50,12,11,26,40,24,35,2,37,21,24,13,46,18,8,11,8,9,16,5,6,6,5,10
Otu1156,8,3,3,3,12,7,22,2,0,38,7,9,19,9,0,31,16,13,14,2,0,2,6,13
Otu1157,3,0,0,12,7,10,7,0,0,7,5,2,4,1,0,17,10,7,8,0,0,6,8,2
Otu1158,2,3,9,12,6,4,5,2,12,3,5,16,17,7,8,3,7,5,3,12,0,2,17,6
Otu1159,6,4,4,0,14,6,17,9,3,9,2,18,11,16,4,4,5,5,19,7,4,6,20,12
Otu116,0,12,14,0,76,13,3,5,0,0,31,0,0,7,8,6,38,31,3,7,8,0,20,8
Otu1160,22,7,4,5,7,17,22,0,25,26,16,22,23,12,9,18,3,16,22,12,0,0,6,38
Otu1161,12,7,4,6,15,8,13,14,27,14,26,7,22,15,33,28,28,4,41,7,42,59,15,46
Otu1162,10,12,5,2,4,13,15,18,7,10,7,20,7,12,16,10,8,22,22,22,12,27,9,12
Otu1163,0,23,6,2,0,40,0,0,2,2,7,0,1,5,18,8,10,45,8,0,6,27,6,21
Otu1164,2,1,14,3,0,1,5,23,7,0,0,0,6,6,28,0,0,5,0,7,17,0,0,2
Otu1166,25,15,12,3,3,6,5,26,7,2,2,13,9,8,16,3,3,5,44,49,21,15,32,13
Otu1167,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,2
Otu1168,3,11,4,0,0,4,3,7,12,3,7,4,7,7,8,3,3,2,16,12,19,2,5,13
Otu1169,10,1,0,3,4,3,2,0,0,2,0,0,10,2,1,4,2,0,3,0,0,0,0,0
Otu1170,3,1,3,5,3,6,2,2,2,10,2,13,1,4,8,1,0,2,0,17,44,0,6,6
Otu1171,3,0,3,0,0,4,3,2,20,3,2,9,2,10,5,4,3,4,0,2,6,0,5,2
Otu1172,2,14,9,0,1,8,7,5,5,0,5,11,10,12,12,0,7,7,5,10,12,6,5,6
Otu1173,2,4,2,0,3,6,2,0,0,3,0,0,3,1,1,7,0,9,0,2,0,0,3,0
Otu1174,2,2,3,2,0,6,0,4,3,2,5,7,0,6,3,1,0,2,3,2,6,0,6,6
Otu1176,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Otu1178,10,10,18,5,3,4,12,9,10,0,2,0,13,15,17,1,5,2,3,17,33,0,9,15
Otu118,36,335,292,39,28,54,90,392,71,59,80,402,53,144,222,20,61,98,160,192,120,63,113,12
Otu1180,3,7,1,6,8,8,10,0,2,10,7,2,4,5,5,3,5,4,11,5,0,10,15,12
Otu1181,23,26,34,21,21,61,18,19,32,31,7,31,38,62,56,21,16,31,8,42,48,13,23,19
Otu1183,3,1,2,0,3,0,2,0,0,0,0,4,8,3,3,6,0,2,19,5,8,2,2,2
Otu1184,6,0,0,2,8,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Otu1185,1,1,1,3,4,7,0,0,2,3,7,0,2,2,1,13,3,4,0,0,0,0,9,6
Otu1186,0,2,0,5,0,3,0,0,0,0,0,0,0,3,2,0,3,0,0,0,6,0,0,4
Otu1187,2,2,2,0,0,0,2,2,10,0,0,4,0,1,3,0,2,0,0,2,12,0,2,6
Otu1188,8,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
Otu119,9,13,13,35,3,75,70,9,144,60,12,63,52,87,81,10,179,665,11,0,19,0,0,19
Otu1190,3,8,7,3,10,3,7,4,0,10,2,7,7,7,1,11,2,2,11,7,2,12,14,2
Otu1191,1,2,1,0,3,6,5,0,5,5,0,4,4,0,0,7,2,0,0,2,0,6,0,0
Otu1192,0,2,2,0,6,0,7,0,8,0,0,9,1,1,3,0,0,0,0,2,0,0,0,2
Otu1195,0,0,0,0,73,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1196,9,20,25,6,18,17,33,23,57,26,33,20,22,27,20,18,30,45,33,27,15,10,18,33
Otu1197,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
Otu1198,2,1,1,2,1,1,2,5,2,2,0,0,4,6,4,0,5,0,5,5,12,17,2,0
Otu1199,4,13,23,5,0,6,2,28,22,5,0,7,4,33,24,6,8,5,14,20,31,6,11,4
Otu12,1151,1330,1390,509,935,457,932,2269,500,806,445,1312,1216,950,1454,497,609,370,617,1256,641,54,900,86
Otu120,17,128,53,12,0,13,38,23,42,15,9,36,23,36,54,6,26,118,33,20,17,12,5,12
Otu1200,20,8,10,0,10,4,2,11,7,5,16,7,7,11,13,20,12,13,11,20,6,4,14,13
Otu1201,6,1,0,2,32,3,8,0,0,15,9,2,5,2,0,28,0,2,14,0,0,10,5,10
Otu1202,14,3,2,2,14,10,8,7,3,15,7,13,10,9,10,10,7,2,8,2,15,4,3,10
Otu1203,0,5,5,0,3,1,0,11,3,0,2,4,2,5,10,3,0,7,5,5,31,4,6,6
Otu1204,10,3,3,3,29,8,15,0,5,12,5,4,9,2,5,7,0,2,3,12,6,0,2,13
Otu1205,2,2,1,2,4,6,3,0,8,7,0,4,1,2,2,6,5,9,3,0,2,0,9,4
Otu1206,1,6,7,2,0,0,2,21,0,0,0,2,1,1,10,0,0,4,27,12,2,6,8,6
Otu1207,18,6,5,5,7,14,8,7,24,28,0,16,7,6,9,24,2,11,3,0,10,8,5,4
Otu1208,2,1,3,3,1,4,0,0,2,2,2,2,1,3,3,1,2,4,3,7,2,2,11,13
Otu1209,10,3,6,0,1,8,13,11,5,2,2,4,10,9,2,10,2,4,5,7,4,6,9,6
Otu121,77,18,17,39,43,92,32,12,44,69,80,58,3,23,32,39,56,34,14,15,33,82,64,61
Otu1210,65,28,27,17,30,13,38,35,66,36,26,47,63,37,33,28,18,36,41,39,66,12,37,38
Otu1211,29,7,3,11,14,4,15,4,12,19,5,7,25,17,3,20,12,11,16,15,0,0,9,15
Otu1212,4,9,4,0,1,10,22,28,15,17,5,7,5,12,11,15,8,7,0,10,27,13,17,19
Otu1213,6,1,3,0,8,6,0,4,24,9,5,9,5,8,6,11,2,5,14,7,2,0,8,4
Otu1214,7,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,2
Otu1215,5,10,7,11,3,10,8,7,17,14,14,16,10,7,10,3,7,16,16,17,19,2,12,10
Otu1217,6,4,7,2,1,8,7,4,7,17,2,11,5,2,9,0,5,7,14,7,10,27,11,17
Otu1218,4,0,2,0,0,1,0,2,2,0,0,0,4,1,2,0,2,0,14,5,4,19,6,2
Otu1219,4,5,7,15,6,7,7,9,12,29,5,20,8,15,5,4,8,9,8,10,19,2,8,6
Otu122,46,14,18,74,22,61,61,2,56,50,47,47,45,60,16,133,26,80,38,7,21,35,20,40
Otu1220,12,34,7,11,14,13,22,16,25,24,26,22,10,19,24,25,26,5,16,12,39,13,23,19
Otu1221,0,1,0,0,0,0,0,2,0,0,2,11,0,0,3,0,0,7,0,0,0,0,3,0
Otu1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Otu1223,2,2,2,0,6,6,0,4,5,0,2,9,1,4,4,0,2,2,0,0,4,8,5,8
Otu1224,0,0,1,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,11,20,15,10,15,8
Otu1225,4,10,5,0,3,3,8,23,3,0,5,2,4,12,3,1,0,7,14,10,4,10,3,0
Otu1226,20,10,6,8,15,8,18,11,32,19,12,9,13,20,10,14,10,11,14,5,4,29,9,4
Otu1227,7,0,0,2,10,4,3,0,0,5,5,4,1,2,0,8,0,0,3,0,0,0,3,2
Otu1228,11,9,3,6,6,8,7,11,7,12,14,9,13,2,10,10,8,11,11,10,21,4,18,19
Otu1229,2,2,3,2,3,0,10,4,2,3,2,0,7,2,2,4,5,2,5,7,0,2,2,4
Otu123,180,109,85,118,128,255,191,88,270,284,259,231,126,152,124,368,346,179,120,130,126,148,165,173
Otu1230,10,6,9,0,0,3,3,2,0,2,0,0,7,4,13,4,3,11,3,0,15,0,2,15
Otu1231,4,0,0,0,7,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
Otu1232,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,8,0,0,7,0,0,5,0
Otu1233,6,7,3,0,0,6,5,0,5,5,0,4,11,2,8,10,8,7,0,5,0,0,5,23
Otu1234,4,3,3,2,8,8,2,0,25,9,7,2,8,9,3,8,12,5,0,7,0,0,2,2
Otu1235,6,0,0,2,8,0,2,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0
Otu1236,8,12,6,5,15,3,20,0,0,2,5,0,1,4,0,0,2,4,8,5,0,6,9,4
Otu1237,23,11,3,6,8,8,5,0,8,15,12,9,5,4,6,14,10,5,3,5,4,0,6,8
Otu1238,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Otu1239,0,0,0,2,21,0,0,0,0,7,2,0,25,0,0,25,0,0,0,0,0,0,0,0
Otu124,45,64,71,60,50,135,28,19,52,77,45,96,39,114,61,52,86,74,79,94,79,59,89,73
Otu1240,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,4,0,0
Otu1241,6,1,2,8,6,4,0,4,3,5,2,4,7,7,4,3,3,2,3,10,4,2,3,6
Otu1242,2,1,3,0,1,1,3,0,0,0,5,0,0,1,1,0,5,9,0,2,0,0,2,4
Otu1243,21,12,9,15,7,32,8,2,34,5,7,16,4,15,4,7,8,25,3,12,17,10,32,10
Otu1244,3,13,26,5,6,8,0,0,0,2,2,0,2,4,10,0,16,42,8,0,8,8,3,4
Otu1245,5,0,0,8,12,1,5,39,0,10,2,2,4,1,0,0,0,0,5,0,4,4,2,0
Otu1247,3,3,6,5,3,13,0,0,2,7,7,0,1,2,4,6,8,4,3,0,0,0,6,6
Otu1249,9,0,8,2,0,0,0,2,0,2,5,2,0,1,1,0,2,0,0,2,6,0,2,0
Otu125,229,109,43,103,122,182,138,23,324,289,148,262,153,138,83,391,145,129,101,98,31,17,176,167
Otu1250,4,1,2,2,1,0,0,4,3,0,0,2,7,2,3,1,2,0,3,2,0,0,3,0
Otu1251,2,2,0,0,4,8,3,0,8,26,0,9,1,2,0,10,3,16,3,2,4,0,11,8
Otu1253,5,3,2,6,3,0,13,21,17,3,7,7,2,2,10,8,0,4,14,0,0,29,2,6
Otu1254,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
Otu1255,1,2,1,0,0,6,2,0,2,0,0,2,10,2,2,0,0,7,0,5,4,2,0,0
Otu1256,1,3,1,0,0,0,7,0,5,0,0,0,1,1,1,1,0,0,0,0,2,8,0,4
Otu1257,15,7,8,6,4,0,7,12,10,2,0,7,15,2,8,0,0,0,0,15,23,0,5,6
Otu1258,1,0,0,6,1,1,0,0,0,5,2,0,0,0,0,6,12,4,0,0,0,0,11,0
Otu1259,3,3,0,0,10,1,10,0,0,2,7,2,7,0,2,3,5,5,19,2,2,13,6,8
Otu126,3,8,43,5,1,0,7,21,0,0,0,4,9,5,10,0,0,0,0,30,15,0,2,2
Otu1260,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
