#OTU,Sp11,Sp12,Sp13,Sp21,Sp22,Sp23,Su11,Su12,Su13,Su21,Su22,Su23,Au11,Au12,Au13,Au21,Au22,Au23,Wi11,Wi12,Wi13,Wi21,Wi22,Wi23
Otu3851,0,2,1,0,0,1,0,0,0,0,5,2,0,1,0,1,0,0,0,0,0,0,0,0
Otu3852,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0
Otu3853,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0
Otu3854,1,2,0,2,1,0,2,0,5,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0
Otu3855,3,3,6,0,3,6,3,14,2,2,0,7,2,4,4,0,3,0,3,0,23,0,3,2
Otu3856,0,1,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0
Otu3857,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,2,2
Otu3858,1,1,1,0,1,3,7,4,2,7,2,0,5,1,1,6,0,2,5,2,0,19,5,0
Otu3859,5,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu386,27,28,17,2,25,22,5,39,27,40,26,45,81,49,32,17,7,16,109,37,95,46,70,106
Otu3860,1,0,0,5,1,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0
Otu3861,2,0,0,2,0,0,0,0,3,0,0,0,2,1,0,1,0,2,0,5,0,0,0,0
Otu3862,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3863,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu3864,0,1,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
Otu3865,3,0,1,0,4,0,2,0,0,15,5,0,5,1,0,4,0,2,0,0,0,0,0,0
Otu3866,1,1,0,0,1,1,3,4,0,0,0,0,1,0,2,1,0,5,0,0,4,0,2,4
Otu3867,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3868,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu3869,2,5,3,2,1,0,2,0,0,5,5,2,1,1,3,3,0,2,3,0,4,0,0,0
Otu387,7,0,5,2,17,6,7,11,7,7,14,9,20,12,3,11,3,7,8,5,4,4,5,17
Otu3870,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu3871,3,1,0,0,4,3,2,2,5,0,7,2,2,3,3,7,2,0,5,2,2,0,6,8
Otu3873,4,0,2,2,0,1,0,0,3,5,2,2,0,0,1,1,0,2,0,2,0,0,0,0
Otu3874,4,4,4,2,4,4,3,9,5,5,5,0,3,2,3,6,3,5,5,10,0,6,3,2
Otu3875,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,0,0,0,0
Otu3876,0,0,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Otu3877,2,1,0,2,3,0,0,0,0,0,2,0,4,1,1,1,0,0,5,0,0,4,0,0
Otu3878,2,3,1,0,0,4,3,2,2,0,0,0,5,2,1,4,0,0,5,0,4,0,2,2
Otu3879,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,7,0,0,2,4,0,2,0
Otu3880,5,0,0,0,1,0,5,0,3,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0
Otu3881,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0
Otu3887,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,0,0
Otu3888,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Otu3889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu389,68,13,38,59,26,46,46,32,113,29,9,40,55,53,23,14,3,33,27,27,39,19,24,56
Otu3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu3891,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,3,0,10,2,0,0
Otu3892,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,0
Otu3893,0,0,0,0,0,1,8,0,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0
Otu3895,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
Otu3896,0,24,14,3,1,8,2,12,0,17,0,7,0,21,18,24,7,7,5,32,25,4,18,27
Otu3897,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0
Otu3899,0,0,3,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Otu39,62,450,421,166,50,182,111,533,133,205,172,220,178,312,302,71,219,116,133,138,293,36,239,10
Otu390,20,13,4,3,7,11,15,28,14,15,12,18,23,21,49,13,31,25,79,22,37,79,40,35
Otu3901,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2
Otu3902,1,0,0,0,0,0,2,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Otu3903,3,5,6,0,0,6,3,26,22,2,7,7,1,5,10,10,3,4,3,2,42,12,8,15
Otu3904,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Otu3905,2,2,0,2,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,2,0
Otu3907,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,2,6
Otu3908,3,3,0,2,1,4,0,2,3,2,2,4,4,6,1,4,8,0,5,2,0,0,3,2
Otu3909,0,1,3,0,1,1,0,0,0,0,0,0,0,0,5,0,0,4,0,0,2,2,0,0
Otu391,12,30,9,11,7,29,43,11,2,5,2,18,7,13,12,1,8,7,5,17,21,0,20,29
Otu3911,2,3,0,0,1,7,2,5,0,2,2,7,1,2,3,6,0,5,0,2,0,0,3,2
Otu3912,4,3,1,2,18,4,3,0,2,3,5,0,2,6,3,4,7,4,5,7,0,10,6,2
Otu3913,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0
Otu3914,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Otu3917,2,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,2,5,0
Otu3919,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,2,0
Otu392,69,58,53,53,50,79,20,30,52,81,42,67,33,70,53,81,64,56,35,81,129,33,69,90
Otu3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Otu3922,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu3924,3,1,2,0,0,0,0,0,2,0,0,11,2,1,0,0,5,0,0,2,0,0,0,0
Otu3925,2,2,0,2,1,4,2,4,3,3,5,0,1,2,3,3,3,5,3,0,4,6,2,2
Otu3926,2,1,0,8,0,0,7,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,0
Otu3927,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3928,8,3,0,0,0,0,17,2,0,3,0,0,13,0,1,0,0,0,0,2,0,0,0,0
Otu3929,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu393,9,45,25,8,7,3,8,2,34,7,0,9,21,20,6,6,8,11,5,22,6,2,8,6
Otu3930,13,10,4,9,3,4,18,14,10,5,7,13,6,8,13,1,3,0,3,12,23,0,6,6
Otu3931,2,1,2,3,4,1,7,0,2,7,0,4,0,2,0,4,0,2,0,2,0,0,2,0
Otu3932,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
Otu3934,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,0,2,0,2,0,0,0,0
Otu3935,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,6,0,3,6
Otu3936,2,3,2,0,1,0,2,0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,0,0
Otu3937,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,3,2,0,0,2,0
Otu3938,1,1,1,0,1,1,0,0,0,3,2,2,1,0,0,1,2,0,0,0,0,2,0,0
Otu394,10,8,3,14,11,22,33,0,20,17,12,11,2,8,6,13,46,20,0,12,12,4,12,23
Otu3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu3942,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,2,2,2
Otu3943,0,0,0,0,0,0,0,4,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Otu3944,0,0,1,0,0,0,0,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Otu3945,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Otu3946,1,0,0,0,0,0,0,0,0,3,0,2,0,0,1,3,0,0,0,2,0,0,0,0
Otu3947,1,2,0,0,0,0,0,9,2,0,0,0,0,1,5,0,0,0,0,0,2,0,2,0
Otu3948,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Otu3949,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0
Otu395,25,29,20,14,8,14,22,14,19,9,9,11,25,37,25,10,8,29,30,27,15,12,21,23
Otu3951,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Otu3952,0,1,0,0,0,0,2,0,0,0,2,4,1,1,1,3,0,0,0,2,0,0,2,4
Otu3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
Otu3954,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,2
Otu3955,1,1,2,0,0,0,2,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Otu3956,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Otu3957,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3958,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
Otu3959,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Otu396,10,8,11,0,1,1,10,12,7,5,2,2,24,11,18,6,7,4,95,15,12,21,8,2
Otu3960,1,3,2,3,0,6,2,0,0,3,2,0,0,0,0,0,2,0,0,2,4,0,2,2
Otu3962,0,0,0,0,0,1,2,5,3,0,0,0,0,1,0,4,0,0,0,0,2,0,2,0
Otu3963,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu3966,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
Otu3967,1,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu3969,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3970,2,0,0,2,3,1,3,4,5,2,2,0,2,5,3,0,0,4,11,7,6,6,2,4
Otu3971,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Otu3972,1,1,1,2,3,3,2,2,0,3,0,4,2,2,0,4,3,0,3,2,0,6,0,2
Otu3974,1,0,0,0,0,1,2,0,0,5,2,2,1,1,3,1,0,0,0,0,4,0,3,0
Otu3975,2,0,1,0,0,0,0,2,0,2,2,0,0,0,1,0,2,0,0,0,4,0,3,2
Otu3976,1,0,2,2,0,6,0,0,2,3,2,0,4,1,2,3,0,2,3,5,0,6,2,2
Otu3977,1,3,3,0,0,4,0,16,3,2,0,2,2,5,1,1,3,2,5,5,2,12,3,0
Otu398,64,0,0,12,26,0,30,16,0,5,14,2,39,8,0,24,0,0,8,0,2,0,2,0
Otu3980,0,0,2,0,0,1,0,0,0,0,0,4,1,2,0,3,2,0,5,0,0,0,2,0
Otu4,1544,1251,1139,705,4322,1814,1937,1582,687,1778,2878,1339,1601,1367,847,1826,2251,955,3024,1295,450,3745,1976,253
Otu40,282,56,22,39,555,56,212,4,7,95,35,4,285,46,17,149,81,31,397,27,35,257,38,4
Otu400,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45,0,0,0,0,0,0,0,0
Otu401,25,27,22,6,14,18,25,58,59,7,12,20,47,31,45,8,12,22,49,62,29,61,28,27
Otu402,18,0,0,14,70,6,50,4,0,36,26,18,41,12,1,21,2,4,14,0,2,0,2,6
Otu403,11,1,4,14,25,21,10,4,12,41,31,18,37,16,16,45,18,7,84,22,2,82,43,40
Otu404,64,43,44,6,30,42,25,47,73,38,28,81,28,59,72,36,30,24,16,47,19,0,29,17
Otu405,2,0,0,5,48,0,2,0,0,19,16,13,7,0,0,28,0,0,8,0,0,0,0,0
Otu406,9,0,0,15,26,42,3,0,27,41,68,58,3,3,0,60,56,13,14,0,2,8,29,4
Otu407,1,4,2,6,0,8,0,0,0,2,0,0,1,4,1,0,5,5,71,2,0,77,3,2
Otu409,9,27,23,15,11,6,41,14,35,2,9,22,31,21,26,6,10,5,41,74,31,40,15,19
Otu41,1607,838,499,503,1681,1355,900,508,1483,1043,1204,700,957,886,717,1554,894,953,993,876,496,115,949,1052
Otu410,45,101,69,27,32,47,81,58,93,36,21,63,44,79,58,40,54,89,90,106,85,56,52,61
Otu412,6,16,14,14,3,29,5,19,25,22,19,11,10,21,19,27,49,47,3,12,12,13,23,27
Otu413,0,12,3,0,0,14,0,172,0,2,0,11,0,5,21,0,5,16,5,0,8,0,15,0
Otu414,94,95,69,63,51,49,71,35,89,53,31,65,84,72,115,113,100,92,33,59,31,13,60,92
Otu415,19,4,5,23,1,1,20,5,34,9,2,29,53,10,17,10,2,5,5,2,14,0,2,13
Otu416,24,15,11,12,21,28,2,2,35,28,28,18,1,23,16,24,25,40,5,32,19,6,32,21
Otu418,1,1,2,2,11,7,7,0,0,0,14,0,0,1,0,0,3,2,5,101,0,0,11,2
Otu419,55,51,38,26,26,57,20,21,79,36,33,49,16,53,38,49,59,43,11,57,52,2,41,73
Otu42,657,299,180,315,320,170,516,285,211,243,177,150,661,258,277,239,178,223,354,438,282,19,271,286
Otu420,21,58,68,3,4,10,18,26,7,2,9,0,16,22,35,1,5,36,8,32,70,0,17,31
Otu421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
Otu422,8,3,3,3,1,6,0,5,5,3,7,2,10,16,8,4,2,5,30,17,8,40,17,19
Otu423,4,1,3,3,11,4,8,11,5,0,5,9,4,6,5,0,13,2,3,7,10,13,26,0
Otu424,7,20,8,5,4,13,8,5,14,15,2,13,21,18,18,14,10,5,33,69,17,59,29,36
Otu426,33,20,14,14,93,52,27,7,34,50,80,29,31,22,17,84,69,29,8,25,2,4,47,42
Otu427,17,3,1,11,65,24,60,0,8,52,45,20,42,9,1,28,12,0,71,0,0,36,3,8
Otu428,17,17,34,2,6,8,22,51,12,10,5,7,16,19,25,6,0,7,16,5,14,0,8,10
Otu43,1,69,319,2,0,109,2,5,12,9,2,20,6,20,245,10,7,486,11,0,27,17,3,12
Otu430,11,15,30,3,7,11,5,37,0,0,2,4,6,26,38,0,3,20,0,15,73,2,20,29
Otu431,26,2,5,0,0,1,8,88,2,0,0,0,24,13,5,0,0,7,0,2,4,0,15,0
Otu432,3,4,3,2,4,6,3,4,12,3,0,2,25,9,1,0,0,2,5,12,2,0,5,4
Otu433,20,7,3,12,7,4,8,35,39,3,2,11,37,15,2,14,7,5,16,27,2,10,2,0
Otu434,0,7,12,0,0,4,0,19,0,0,0,0,0,9,8,0,2,9,0,5,48,0,6,13
Otu436,56,54,21,29,79,60,50,26,69,71,33,49,31,56,59,61,35,27,46,17,29,13,35,35
Otu437,21,4,2,8,4,19,0,2,24,14,0,27,2,1,3,15,10,7,8,7,8,113,21,27
Otu438,6,15,22,0,6,11,3,32,2,3,7,20,12,9,30,17,15,7,57,27,17,50,44,42
Otu439,10,5,3,6,8,26,7,9,15,17,9,9,4,26,13,7,16,4,0,15,17,2,29,19
Otu44,108,17,4,217,418,70,206,151,2,487,264,175,204,162,23,740,31,18,364,2,2,485,5,4
Otu440,6,13,12,23,7,13,3,4,12,5,2,9,4,4,3,7,7,20,0,7,4,38,3,6
Otu442,4,40,59,6,6,17,0,341,2,2,14,27,5,34,48,0,25,13,3,15,68,2,21,19
Otu443,5,3,2,3,8,22,2,0,2,22,14,2,6,2,1,15,5,31,14,5,0,2,28,27
Otu445,0,2,6,0,0,4,0,35,7,3,0,0,7,11,23,0,18,13,76,15,4,38,28,17
Otu446,19,30,23,6,29,17,35,60,39,9,21,31,28,40,28,3,0,9,19,27,37,2,14,29
Otu447,16,18,6,5,12,11,3,19,19,12,16,13,9,22,21,20,28,4,5,5,17,0,15,6
Otu448,25,25,27,3,6,1,17,23,0,2,5,4,24,9,21,4,2,9,27,22,17,6,14,13
Otu45,2,30,36,18,14,13,2,40,5,5,14,11,4,19,40,4,18,24,63,94,877,69,47,382
Otu450,11,18,33,11,0,14,13,30,42,7,0,34,15,24,47,10,5,16,22,15,46,4,9,38
Otu451,14,20,12,5,61,22,10,14,7,14,28,13,19,18,7,18,21,27,171,30,15,140,17,10
Otu453,6,24,23,18,14,18,36,33,76,38,12,40,18,27,45,13,71,80,24,17,27,12,38,27
Otu454,37,11,3,26,10,24,23,0,22,28,21,45,7,9,6,18,10,11,0,5,10,33,14,29
Otu455,35,23,21,47,15,63,27,4,51,26,42,63,9,39,31,40,68,60,19,76,42,123,57,50
Otu456,16,15,20,9,7,11,23,0,41,21,21,25,7,19,13,18,21,13,0,15,4,2,12,25
Otu457,61,63,44,14,30,22,91,35,52,24,21,31,52,29,24,53,28,29,44,37,44,77,14,29
Otu458,33,21,27,20,12,46,5,28,66,40,28,61,18,50,30,36,20,20,14,37,41,12,34,60
Otu460,6,10,13,3,0,3,8,14,0,3,0,11,4,29,14,0,2,5,3,20,6,0,18,2
Otu461,29,11,14,9,37,18,20,32,12,40,21,18,43,28,25,35,10,7,52,27,39,69,31,38
Otu462,45,55,52,17,21,47,22,54,57,17,19,43,52,75,51,21,40,38,63,76,50,33,49,44
Otu463,10,10,6,8,10,26,20,32,19,9,21,16,16,15,15,3,8,7,19,7,10,4,18,31
Otu464,2,2,7,5,3,3,3,14,2,2,2,0,9,6,13,0,3,5,46,10,19,113,18,23
Otu465,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,20,0
Otu466,0,0,0,2,28,17,0,0,0,33,28,11,0,0,0,7,7,2,0,0,0,0,3,0
Otu467,6,0,0,0,3,13,0,9,0,12,2,4,1,5,3,13,8,13,76,0,0,25,14,31
Otu468,25,3,10,54,4,10,20,7,27,17,2,20,40,10,8,18,2,13,14,0,17,0,5,31
Otu469,32,37,78,24,36,22,50,51,39,41,26,29,56,43,68,50,20,34,54,66,98,56,23,27
Otu47,0,0,2,5,17,10,20,0,0,9,7,4,4,0,0,3,0,5,71,0,0,635,14,2
Otu470,13,6,17,11,7,10,10,9,2,5,0,22,9,7,13,8,5,4,5,30,116,0,9,10
Otu471,58,13,25,23,36,24,41,40,35,53,40,31,44,27,22,50,49,24,49,27,14,31,34,17
Otu473,18,19,9,11,25,14,20,0,20,43,16,36,23,29,23,38,13,29,22,5,2,81,5,15
Otu474,185,158,237,386,128,251,56,162,64,52,87,49,162,222,99,134,96,526,87,254,70,102,49,125
Otu475,0,2,0,5,0,0,0,0,0,0,0,0,4,0,13,0,0,0,3,0,0,0,0,2
Otu476,7,0,0,3,1,4,51,2,10,5,2,4,1,2,2,1,0,0,3,0,2,6,5,8
Otu477,21,0,0,5,1,1,3,0,2,21,0,7,1,1,0,15,0,0,3,0,0,0,2,0
Otu479,37,30,15,32,12,58,15,2,62,41,73,54,11,26,30,68,63,33,16,34,27,8,28,25
Otu480,34,14,9,11,0,1,0,2,3,0,0,22,10,2,1,3,0,0,3,15,0,17,6,0
Otu481,23,7,9,12,8,15,3,4,14,2,19,4,25,15,9,7,13,5,16,7,19,27,11,13
Otu482,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,2,0,48,2,0
Otu483,12,5,9,6,3,4,8,35,7,5,5,7,7,8,5,7,0,9,5,10,12,17,8,2
Otu484,15,14,9,6,7,40,3,0,32,34,40,38,4,22,14,32,74,25,14,17,8,21,49,23
Otu485,44,43,43,27,25,50,91,39,83,24,31,54,34,63,78,22,30,49,35,30,147,42,73,109
Otu486,2,22,29,11,4,28,5,14,22,7,12,18,11,30,38,7,10,11,11,20,56,8,34,42
Otu487,21,18,18,12,25,24,10,16,3,19,9,2,5,19,7,40,38,25,5,17,6,10,15,8
Otu488,12,1,2,2,1,8,5,14,10,5,9,0,9,4,2,1,5,2,16,5,12,13,17,50
Otu489,34,10,13,30,73,24,28,14,35,46,31,16,30,19,2,21,40,16,24,5,8,50,32,15
Otu49,18,10,10,406,51,15,33,88,2,3,19,9,19,12,14,92,7,24,16,7,25,2,11,17
Otu490,20,26,37,9,15,40,28,49,52,41,28,31,19,59,54,40,28,82,11,15,39,44,26,65
Otu491,0,1,6,0,0,6,0,0,2,0,19,11,0,1,5,0,15,18,5,0,2,6,3,6
Otu492,25,14,14,12,18,25,5,16,17,12,14,4,31,19,10,20,2,7,82,76,23,84,34,58
Otu494,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu495,166,43,13,418,19,113,217,14,20,98,19,70,312,105,28,93,170,375,14,7,50,38,31,54
Otu496,14,10,5,3,25,13,13,0,14,29,9,4,19,22,9,36,30,7,0,15,4,0,15,13
Otu498,32,30,39,27,59,58,3,7,46,60,52,43,10,47,30,25,38,53,19,15,64,54,26,65
Otu499,4,10,9,5,11,8,8,9,12,10,14,4,10,22,13,1,3,13,3,17,6,8,8,15
Otu50,250,10,3,83,32,21,420,16,17,33,24,31,739,39,37,64,0,45,68,2,14,6,6,23
Otu500,44,43,36,9,28,21,27,32,64,52,28,25,18,53,49,22,15,24,8,69,68,4,40,46
Otu501,6,1,3,26,7,10,2,0,7,17,9,27,13,11,9,3,0,5,8,34,106,4,24,27
Otu502,0,10,37,0,0,1,0,46,0,0,0,0,2,25,46,0,2,5,0,5,56,0,12,21
Otu503,9,5,0,2,15,7,0,0,2,31,19,4,0,2,0,15,8,4,0,0,0,0,3,6
Otu504,50,10,11,3,30,10,40,16,10,14,24,7,49,20,10,17,8,14,14,22,29,10,12,15
Otu505,24,6,8,15,18,49,10,0,10,28,68,18,1,9,1,67,53,31,8,10,2,6,41,21
Otu506,7,4,3,18,10,35,12,2,24,52,33,43,16,5,3,39,49,18,14,5,4,6,23,27
Otu508,16,5,0,6,15,10,3,0,27,22,19,18,2,8,10,38,15,7,0,5,6,0,8,6
Otu509,4,14,25,0,11,4,3,40,3,0,12,7,4,15,31,4,2,22,5,27,42,0,8,36
Otu51,169,33,22,133,70,47,103,12,69,79,61,63,96,39,27,82,33,42,71,71,93,972,47,121
Otu510,1,5,14,8,1,6,0,12,5,5,0,0,1,8,9,10,2,2,8,10,21,10,26,15
Otu511,2,0,4,5,1,25,0,0,12,2,26,2,0,5,2,3,12,20,0,2,0,0,14,12
Otu512,2,0,2,9,11,10,2,0,2,24,9,7,1,4,1,27,20,13,8,0,0,0,20,6
Otu513,12,1,0,9,11,0,28,2,0,9,2,2,24,2,0,3,0,0,0,2,0,0,0,0
Otu514,53,71,82,33,54,31,99,69,68,36,21,56,55,64,49,33,25,62,49,71,100,19,37,67
Otu515,27,12,9,8,39,24,38,33,5,29,38,13,30,23,4,20,12,25,27,10,6,10,29,25
Otu516,92,56,31,47,66,49,133,79,49,88,42,65,167,57,66,87,63,40,139,101,77,69,38,58
Otu518,49,53,23,26,48,25,53,11,74,52,35,43,34,53,64,28,44,74,11,66,19,2,64,52
Otu519,28,38,20,35,28,57,0,2,52,67,94,74,7,41,37,82,119,74,5,59,8,4,75,56
Otu52,3,253,282,2,1,56,22,12,76,7,2,357,8,95,177,0,53,866,22,44,14,15,11,25
Otu521,33,16,0,6,50,25,36,0,17,24,24,13,46,21,14,28,25,16,33,15,12,0,14,33
Otu522,0,7,4,0,1,3,0,4,0,2,2,0,3,12,18,4,5,2,3,15,10,15,21,42
Otu523,46,24,17,15,51,24,68,5,12,34,38,11,45,30,14,61,15,47,16,15,8,0,23,29
Otu524,0,7,31,15,6,8,3,0,2,0,2,4,0,4,3,0,7,24,5,0,8,8,6,8
Otu525,0,0,0,35,1,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
Otu526,5,3,19,5,0,3,0,5,3,2,5,0,2,9,15,1,2,9,5,30,17,0,23,56
Otu527,21,51,82,62,40,43,109,77,54,45,40,79,58,119,83,6,56,58,79,162,164,84,84,90
Otu528,61,42,45,29,65,60,22,79,159,81,94,74,39,66,64,87,120,42,82,52,41,48,90,132
Otu529,37,40,11,6,0,7,28,2,2,5,2,16,16,13,12,7,0,2,14,32,2,4,9,8
Otu531,26,36,30,14,33,29,18,65,34,40,28,31,23,39,50,17,23,13,8,32,41,0,41,44
Otu532,0,0,0,2,0,0,3,0,0,43,0,13,1,0,0,14,0,0,0,0,0,2,0,2
Otu533,9,20,19,15,4,26,5,2,19,15,28,25,8,11,21,22,18,24,11,47,31,98,43,13
Otu535,2,0,0,0,21,6,2,0,8,24,9,16,0,0,0,27,7,5,5,0,0,2,3,0
Otu536,25,44,37,45,19,31,38,26,56,31,16,29,29,32,38,25,35,42,24,89,27,6,41,23
Otu537,8,20,14,20,12,19,2,9,27,10,16,18,4,12,15,7,20,25,3,0,8,58,6,19
Otu538,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0
Otu539,56,0,0,0,14,0,7,63,0,0,5,0,21,7,0,0,0,0,0,0,6,0,5,2
Otu54,185,97,82,168,122,116,56,39,149,170,144,148,88,123,78,152,142,85,111,187,236,75,158,253
Otu541,2,0,0,0,0,0,10,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0
Otu543,68,60,55,95,55,60,63,14,130,84,90,76,96,64,61,131,117,103,22,66,17,13,49,61
Otu544,19,1,1,12,4,1,10,2,8,5,2,0,35,6,2,6,3,9,8,0,2,2,0,2
Otu545,51,20,14,38,26,31,46,11,10,53,28,18,26,23,17,39,40,40,16,25,17,2,40,54
Otu546,12,22,28,5,17,17,7,40,15,7,14,9,12,22,32,6,15,11,27,22,31,59,24,50
Otu547,15,16,9,6,6,8,17,7,25,28,0,11,25,54,40,6,13,11,5,12,17,2,21,17
Otu548,4,1,2,9,3,4,8,9,20,10,9,11,0,3,3,10,0,2,27,7,17,8,6,21
Otu549,0,0,3,30,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0
Otu55,64,7,2,11,4,7,131,0,2,19,9,2,131,0,1,21,2,2,163,10,0,196,0,0
