OTU ID	A1	A2	A3
d83ae5fcf3cb3171bbb506019f66ac09	0	0	0
771312038c8a92d9396a906f8a093fb5	0	6	0
c7ee91d1de14eb8e5ae2a042101aec74	0	0	0
b2c89794efba1a536db2196e93caa696	0	0	0
b70cc1e07276cebf0ad5eac69983e495	0	0	0
cd50ecd5f75817571616823996bad8e3	0	0	0
4a684650f6800a729bb632ce07d3fa6f	0	0	0
ecf6aa24da096f695b619bd4a702b218	0	0	0
a71d4f10fe89e9976224d09499f8167b	0	0	0
96763d668650a864fa65d2383a7156ba	0	0	0
5c987bded2dcbeecdd4979f99fe6d875	0	22	0
4f9754d973cc259c95f74d04dc96eab4	0	0	0
c0125f3927123abb2104ac07e1fbe682	0	0	0
b81c4c01916803c715f7c003d4524ee6	0	57	0
eb5c50341fdcfc8bc1c0f7c51c89c30f	0	0	0
9a6444c8fffc1ffcaa4bed6b0b802eff	0	0	0
22812297db7618298c3c09e849d0f2fd	0	0	0
b143f3f19b084042b8f634da77172fe9	0	0	0
e9a46863cfb458f12afba7c85293056d	0	0	16
b1a1555204780544ad9b434242cce30a	0	0	0
42fc29633e7d31ccca3fd19a404262b1	6209	0	35
ee6d6a3041b492994da83d3d75ad4303	112	0	0
4f546b1033907fef241e604f610620fd	0	0	0
c288a11fc283fbef98e19df5b2b5dca0	0	0	0
9b6079c4564f1edc5dbebcd00f1ec181	0	0	0
d6be596a167c92fe3fa9813b0edba903	0	0	90
058d23baf7d7dc4ccb2bc370d08150e8	0	0	0
397bc5f036a699e73f59bf139ac760ff	0	92	0
44836c9fa2e2ec753580a4003e6dd923	0	0	0
fd6acf7eea5b599941820b766c5e2a6a	0	0	0
68f1f4e3845821d95f827eacd6b2fa6a	0	0	0
61e28ec5cd8f5cc5f102416d79b20999	0	0	570
3c5d5641a965787c3d99cbcfad9d0e33	0	0	0
5739a930d9dec923b76f50ad48a84a94	0	0	0
0c1f9bfd800e692534529d6550e79b3a	0	0	0
999c92ea45014a10aec8693d6f05e3d8	0	0	0
8580c6fb2bcb76f68fb7d8a8e5d3b11a	8	0	0
a6ab71706a73813141b023e0088dc1fc	0	0	0
d0ee63f98cdeee43a01ad0bdded62007	0	0	0
0f3f2012a29a94925b5c636ba740a034	0	0	0
d5f1408b89359f78e7280fa59f24f2ae	0	0	0
98c214dcd2db5d9214d758fa12515b43	0	0	0
527c15d14faf0a1d38d2b4c46d7f0082	0	0	0
865c2dc7d46c7bd01530498913519be7	37	15	10
241093b1c16bd031af40936dfb06a48b	0	0	0
eb4e0d525c6933377f67dc95cf602ccd	0	0	0
cf0a60eb1897bca18d7841da32c61770	0	0	0
018acffbbeef20a50fc97c2453c25fb0	0	0	0
f48dbd647d9e3c6e5817fb5898294349	0	0	0
de1865ac5b14a1e840521353b1adb006	0	0	0
904b9e4b624128d54edddddba9d28377	0	0	0
648234c07d6cda18a86d309f71b2d8a4	0	0	0
858eba6e5ae3349b9dad33130525599f	0	0	0
ff7ad93472ce0d67775f66a3f0804fed	0	0	0
dd24c365aa31a501f15c68e40cf62e55	0	7	0
544f6d80e62cb5f0d8f21fe945b45796	0	0	0
903bea8b3c4417827b4c44141c52e0e9	0	0	0
88044f4fce314f37e1ac5493d0656999	0	0	0
e2bd42f328dab82b744e03b53e9a606b	0	0	0
342be462158490ed50da15a2c29da9a4	0	0	0
adb4287b2eb944a84176ea7b0264fd49	0	0	0
98acb6b8d24befd45ef52cc37c38de76	0	0	0
6c2ae7ca8c9702901d4c69d3728ed915	0	40	26
81bde80b7dd5895a0e3ce5a04c5dcfaa	0	0	0
3c0609d33cc1ddb64c857625b0fde501	0	0	0
0f2be1a48087433f1f9a4f4ceab6945c	0	0	0
6ab94df6e8104551f050306079567b9e	0	0	0
900c555d2903327c7f2cb268beff67bb	0	0	0
c2ee0a5e8adb5774ce602f577f9f0a6d	0	0	0
a632218b05d8067fcbf0f555cbaaa607	0	0	0
ca9173464346685fbd6485a27dff1864	0	0	0
a01210b30a5607e7f1f738fb5cd785d0	0	0	0
111dc9b784f941bcf986b385a28cad63	0	0	0
ae441737cec560e037b3194f3c72c575	0	0	7
50ab21eeeb7c5382fe0c46a3ab3af5eb	0	0	0
e2409eb913daff262a6592af9fd31d08	0	0	0
77c8ba127840910b2b76b728f90f9ef8	0	0	0
96a94fae0203fa0283b2f76494b06c2a	0	0	0
f47f61cfba1540a73addbbdf5a53e3d3	0	70	33
8961957b6da0c89d3767ec2e017749ce	0	0	0
f574b6c29f0b417a26e4d8459d94eb18	0	0	0
cbe876cd2e3e553b05aa771da802a3bd	52	0	0
772df270fad8d1ee638a32f40eb3ed8b	0	0	0
e5d7e2eb53e4a8fec3f1938dbe9eba6f	15	0	0
e7922592633422bd25821ccb317501ba	0	0	0
9cef79b650cd6f8cc713b03a952f96b7	0	0	0
a4fc48600934c9759c2c8b019bdd21e8	0	0	0
ae58c392b178528625a5a50cca58af0d	0	0	0
deae763acc260cff3d08b1ab058938e3	111	0	24
5a784dc50b263c460edf0f81e304f5f4	0	0	0
b5bbc0c192de42b0f042eee03cdf1738	0	33	13
470158ea293bd94a17970b63a52ac8f8	0	0	0
7abd689ccc6873fad20defd069e67ddd	0	0	0
0c371c8e34f20cdb1526294e69d0a1ea	0	0	0
23f9b232de83bee22c78be61df3d4c89	0	0	0
29c09a885d9166d20d2ef2eb22f6cfbf	0	0	0
99a86fb75076bae80fdcd2665c953a67	0	0	0
13de5c2d1305409c9235549d3a756a05	0	18	0
cb4f68800d460f704be29ddc6cd23af6	0	0	0
0edcf4ea699000c6bb42304430c2a2f5	0	57	0
05de9779bb035ad01c898e189d23aa2e	0	19	5
49017a5091f9856f297b695410943f77	0	0	0
64e62df7683d3f283aeae4fc6d745dec	0	0	0
9791c732050d7d3838dcb0699ffff320	0	0	47
fef985bb06dd11b5895b843200ba7a3e	0	0	9
ac66eec23b29995b92f2665c6f2143b4	8	0	0
971411c53aa4d0126d26888274535f60	0	0	0
2298fb05434e2dd29a49a854e7f402a5	0	0	0
a69973938a5a2794bf73b6c266cb5abb	12	0	0
ee0e9d63b6be085fc1bb5d946e902304	0	0	0
fec9446a6b2d9758bd5df6c31528fb38	0	0	0
3c5976f5958139754aa844d6645aa8f0	0	0	0
61489e6fd46f62f6c43b55fad20747c2	0	0	0
be9221bce3f3d674b028aa72d73e804f	0	0	0
c11d018acc3f433fef4f8b3a8e7f6fd0	0	0	0
ca83717b4aa79864a82e87a125eeeba6	0	0	0
de73ec6d6abaa5bf62d14a70375182eb	0	13	0
8bac8251149aea7dadecded97677a4fb	440	0	0
cb29a93d1138fd8b6b99afa33459b6cf	0	0	0
86aed952abac18d143be6ac1c65dcac4	0	0	35
f32d5f357b2af7b27cc3458b375b380f	0	0	0
fa215843cd2ed9919af76f82febfed6f	0	0	0
7f7ca8d4e7b912b329a68bc535054f6f	0	0	0
8aa2b9663d8244259507b3b4ac396197	0	0	0
4cd4e6a803087e9dc8f890afd78a0b83	0	0	0
fd5c2e722fb030642670175af18e4d80	0	0	0
e610ed459168de85fa616ece0b7b1025	0	34	0
ef824c35a4de4002c52c1efa65723197	0	0	0
98f4ec68138050127e29cc22e984e284	0	0	0
3dcc8770ef8fe3e0b19eaa8c98114a21	0	0	0
3a55e1a140b09fc726933b8aaefa7439	0	35	0
2386b654492d049d4fa98f22d085db86	0	0	0
259953b93384381b882838e05a910715	0	22	0
590d8ba0c2e1c75f6b224d678a71f3bd	0	0	0
59dcd89ba888de5702d23b242dc0f83b	0	0	0
30b0161bf851bdd193d3d834d6a2f53d	0	0	0
54268f25f1803871a9e35d31bdfd56f2	23	0	0
2557cfb9def1cf8e6aab7611f291d803	0	0	0
bcde2715fc60fa9275557f7e59651ae7	0	0	0
4d3ae624556fe868bfd7f339e89edccb	0	0	0
bcfad8d760bb13d34d52c83ae1b1c954	0	0	0
e71765961f0f6e1acd1557ce0a34d90a	0	0	0
aaa17194ffa34d8a9499c54e9ab04cee	0	0	0
17810fd9e80ac9552937d2b7ef3a4c23	0	0	0
6dfa1dbc01a4bc8c85aa3ee7f7e08bfc	0	8	0
3c1c18ee9730f21e15fb545429773cfd	251	1112	330
6742bf382595f0b57f5162e7edba6964	0	0	0
bb6894030e9d72b1ec1e1febc26aca6d	0	0	0
ee9ca1c504dfd5212b69ea571431f313	0	0	0
b2c9ce19af13f2c0d2d23ba087c21a49	0	0	0
3fcb7b53ce5ee29c338f28b33a861e5b	0	0	0
e65d965ce2c24303339f15e5cf3563dd	0	32	0
19d701bba88c144f9712fb7ea41dc3ae	0	0	0
a6048d2381467a0b2a98f2fbd7252063	0	0	0
dc040ddb37d8ff81d980d900c45626de	46	116	33
17779937274d94bd1a831c2881071475	0	0	0
0ebba3b3329c7a544ce7ec561503018d	0	0	0
ed94ee23b320164c5320b08294781b09	0	0	0
da44ed54a08643a33cbb67911aba688f	0	0	8
abb1b9d7e232115ad949f56265d0c8c9	8026	6852	8507
5f05d8cd30b370b6841cd8a124a0fd75	0	0	0
03f1a3cb98ba7135e49b1dd96ab16ff4	3	0	0
cc6134632efc6d21aa738490e85921e3	0	0	0
c2affe9012c204718ad806850cc08e0b	0	0	0
de33d6fb0b817b5698084a5a453920b6	0	0	0
a13c66c6813e2c2b4d4b4fac61b1de5d	502	379	58
9c8532dd0f062e635fa8e9783faba4ad	0	0	0
9480fd8da8599b1fc518b45b1c98d975	0	4	0
d6dccdfbdc91af33ce658cbcbd217c21	0	70	0
f79145dedbf8737bac9aea87fc9db7eb	0	0	0
7db4cd3a69e511eceaf46c4cece4867e	0	0	0
1d7789fe42de7be53c0ad5de056d78b0	0	0	0
56775bb6d5d5c3ce5903efdfbb6ffc8b	0	0	0
4202cdff3e5481c77c99964e40f65f6f	0	0	0
2001007fa26bcb5de4a686e506f16795	0	0	0
fe9836662e1de8a912278cc3c6f4d703	0	66	12
35f211511cdc3f848a89451379ff1f0c	0	0	0
c73b708e91c9e7a93dbfb702b7264c43	0	0	0
aa7f82b58365e9528adb0188b7f29dc2	0	0	0
58443c7b89fb088d9c274f3137a0361a	0	6	0
b26ad5c44993a154c9bb0aacc8367ec2	0	0	4
7fff264294d466b7c36fb9fd98e61fb7	0	0	0
c2573f8fcfa5aec75edeb86aff02167d	0	0	0
c4b28fdc8f3dd5c69720a1713ef8fdc3	2274	0	51
be0a1dc3004658dadf11bb408c71f637	0	0	0
b902e317795337a94d99d68f578c12a7	0	0	0
a3fd636d4d9164312302c6d7fa50a690	0	0	0
663d0c422717b0e7510a675baaf8eae8	40	0	0
feed319b1c05d93109a44724b4175b61	0	0	0
e5bd004257defc94efed4235ec70fe52	0	0	0
f59a83d7b81c52555c73ab2ae49cc741	0	0	0
6c038af63629cc29561acad3f1b4cfd7	0	0	0
c21fd4cd58c70dd6b86ede743937d751	0	8	0
33fa0fd7c55f10bcc4e00b52e6d84e44	0	0	0
8be131453c2431e08037919c74f959f4	0	0	0
19eea5bc33e66fefc56783790a637366	0	0	0
d6576fc71a65296de7379b1f5de12dc4	0	26	68
fe445a68347880e7006b3525a382ca18	0	0	0
cef40730d58b44864e867e928a9348b2	0	0	0
0ae3539c45d776a1dcfd64b7021cad59	0	0	0
b36048b95832b915b1bbf79871e558fc	0	0	0
25ea6c8038fd28e1d90bfaf8db265f63	0	0	0
889c06f2ff3d1f8cc5c1beb3d1c5199b	0	0	0
0e012c4f29bf7a6f1d665b4402d4c638	0	0	0
2f21728e0a78fc6ca0c169a676f3cb70	0	0	0
1a4134b99d835681d6af1f696de71e3a	0	0	0
fce316ca1395e6e919cab90aba700415	0	0	0
0a3b6385df33e37f3d7f6e9729a0f673	0	0	0
2383503717c2f52c9fe6e3409bf0e97f	0	0	0
95d39a2db62ea8fc90c28f498f601c8a	3	0	0
24a4b394f0ee10b7a3a2122c429b8067	0	0	0
a42c58cca053b4f0093d66b5a5fb1d16	0	0	0
5330a3ea257cd166616d98ade5501a5c	0	0	0
78949f31f0ae43181e2becf4661d8643	0	0	0
8ad9a277ad26cdd20c7a4832250579ec	0	4	0
ded4ded162426e8296a0a273dae197f6	0	0	0
b34661c3b400d43d76594b25e2e9f54a	0	0	0
7d08ef6489f9c019711afbd77789941e	0	0	0
1a353f3f52c8b9070a0e71a80b4e4980	0	0	50
2a66400cc851a547055822abdae85486	27	0	0
c4e25e59c2e2acab800d4c3b6dca2f05	0	0	0
ed4a027a8f8894c14b390fee3195e04e	0	0	0
171648bd938ee31c5bb84c2783cfe647	0	0	0
96f5c5f83eee844c2bf1051aa9498ff8	0	0	0
e8789f006d9608a1e25b08294e19030f	183	38	0
15c719396426e6ed2310ee2e8a0f54e3	0	0	0
3bdcbdd6cb404650b4f054f7b554469f	0	0	0
4377c4b73e62cd133a1a67814869bbf8	18	0	0
10da2f61af5e5e9b05977ba872a94664	0	0	0
0706d6ad602910102bcb7f47873c0098	0	0	0
bbd2b22d1b815e35ef1b4fb18dcb82d4	0	10	34
5a0fb0876d3aa546444fdab2e7170698	0	20	0
d37e564d954b36c286f322ca11ec3a8a	0	0	0
078c6740f754cce8f0a7078c6f8738c1	0	33	34
caaf451d5b5826e14bd31f4f07dd339c	0	0	0
49882ec2a5ace5d0f1814da8e4cb25cc	0	0	0
fe46d525ea6a9b6fbb2ccacd85986ca0	0	0	0
846ca0fe446891b327d505d82181e608	0	0	0
45eff35d6f97fcb6ac99d58a061390c5	0	0	0
41783fd1237b3f9b9739234494b79a18	0	0	0
1eec6a905bc5a56807c84f637635ae49	0	0	0
eb21f627953ab4ca65443224da6d554b	0	0	0
f0148e53efaa1fc03bdc2d038cb423bf	0	0	0
18a91e8b6ab2f62f07e8c8597cb0970e	0	0	60
af4a1734b2d534a8045f6b58d6a6fa5e	90	0	0
9721304da9628301998ba4fb9aeed4c3	0	0	0
8f6d0c07978af74e489ebc115080b94a	0	0	0
dd3fb3f979350ad6c68addf9fc6969f7	0	0	0
a49b4a640ac2ae147977a0a3a79952ab	0	0	0
b7757b56d61d89bed459186b5584c966	0	68	0
e8365ed4d4a722666764b3b5747bc1c2	0	0	0
7d0d33489f2b894c4326f779f5ee7f32	0	0	0
4ca0b1a55d09c905771e26142448c54a	0	0	0
6b5909fc69e1d5d050ed551c75bfbc7d	0	90	0
39863bc2e29740f4631b8e7f52e7c749	0	0	0
f7809b652af26488044628fb145570cc	0	0	0
83a540ab1e89b02c2edc663af817c71f	0	0	0
1ac1653ede0a029b9e5d5fa7095c6739	0	54	0
37566307b1917dede57a250a89a192f5	0	0	0
f242d7198cc4718cf52562db16a6572e	0	0	106
b76332e1b8ab2cda13d2c6d63ea562f6	0	0	0
c82a757be3aa1f95da5a4986d7860437	0	0	0
6ea342f06f613f22e49da241e2e00898	123	142	0
825256aaacdf8101431e30e154b5a222	0	0	0
07007e390d3e2843e72d345f0c1df03d	0	14	0
71c0f88bc0634ceec720d475870b368c	0	0	0
a5e7acf52663a5a3f961972aadd25128	0	0	0
0e2d582d5da5e495f405bbe303b2bc94	48	0	0
3d2d98736216dc7c877fcc63e6370b1f	0	0	0
145ae5f5a03dbdaa2a64ca11cecdf22a	0	0	0
8c4f8e0126037fd050e58116c77d53ae	0	2	0
c19c46872ca0fa5ff69c19f9322d34b9	0	8	0
99905a16757ffd0df5d123251e38285a	2792	845	221
97c02e113f6abfd4c071af07dd9bd107	65	0	0
a955e751473f3d3a5b15c3321fbe7087	0	0	0
a7ccab78139ae0b1b6bcd69cb01e3b9b	0	0	0
8ea3f9f405794701562f28246f28a61c	0	0	0
7acfb3d8df98f4301945c58c4f5e76c5	0	0	0
49c210b77e59c2467fad55e602b195d9	0	0	0
20449e5ea73fa2613dd9b554c7e012de	0	0	0
092afe45fbdaac6cb42ec4574b307481	0	30	0
a96e751c1be87bd76daa69122235475d	0	0	0
cd4927d5297a5b35fb04104baa96887f	0	0	0
c0a7706fa2d79068a57da608b478fdb0	0	0	0
f416788c6d03ff21eda6839606e6fef4	0	0	0
deb85c9d2d3d8a0b061f119c1fedfeaf	0	0	0
3d5265bbc7e0b3d2d5f7ee32831f8097	0	0	0
bd630b0d162cc3fbf69e9b45bb1a3a5f	0	0	0
24e1560a589127e0cb8ba4cfba5bb2ab	0	0	0
8cb29c12c53c1c62e2895b9942800fdb	0	0	0
f1d2c55fbf9015591a70d3d6e26cbfc2	0	0	0
0c80e0d3d811e2adecb3c8a22523c457	0	0	8
dff50ee6f2b6d8ef231d99b8ff105cbf	0	0	18
42b4f6e93e84d431bdd73566b2d02b8a	0	15	0
f720b18ec8a4f4fccd8c12f5fbc9a141	0	0	48
347cc03a69d2a3e87820927befe8fb89	0	0	28
f9410d406abc9471a0454b1c2c33966a	0	0	0
5cf863638f9a0394816b9eb08c61b847	0	0	0
0ca7a892e073e13edac232c500a28786	0	0	0
aa1b6c26e40db27c338c9640a7676cf4	0	12	31
14fdf650a14f66cd16795b5f65227686	0	0	0
f92de26b60f23c4133b3ae63cd5b02a6	0	0	0
4afe1ec7bd5beb423cdd55940b8d08a5	0	0	0
1b8ebcf0edb406968dc00a1c993121be	0	0	0
5a114366f982d19646b2a8c0db19b679	0	0	0
6352546c66f1caa87089a3db7bf97d5c	0	16	0
12e8565ce04e8964ff02d2b7be6bc486	0	51	0
7a8c7dca2189568b90bdf498040ea851	0	0	0
56631c08b6e95c48d706d8b69f4c5fae	0	0	0
503ddcb47c2e83e97e78a74cb15e16e0	0	43	0
63fbe174d03fab0bf6ead8b703df2caf	0	0	0
98b98af54b538dbe4c6000b7e78738c6	0	91	0
9b3378867dbc17b1f59d9e8b6f656e41	0	0	0
579c7dfcfad368ec2b3cf45a346f8558	0	39	0
2cca5d3987305233671929c2be6db95f	0	0	0
9605c79f7962aab0245957692b2c3e03	0	0	0
caac564311a88c4dee026f6a1f83de7b	0	0	0
dd1437a0d076438157af72670022959e	0	0	0
ad3a731706648031b58d8759b77509a6	0	22	0
a0132a27b36cc1e793f94f79ba25e52d	0	0	0
ca1a746f071e98fbde83f1b15d13e674	0	0	0
f309d0767ba2df211193ac47ba69425c	0	37	0
8b63fbe32729cd0c7b6f1c942600196c	0	0	0
e20597ad22082a46512668d879352b0b	0	0	0
f26309bcb0d3202f921b18286780d7f0	0	2	0
9d924fdfd34112ebe1d268be79dca667	0	0	5
d87d6a0605d8ed159a750f7a798c09f6	7	0	0
d456612da9793a4ad7e8f6dd7d00b60a	0	0	0
237007ebed3420c1e8ca36190324204e	0	0	0
cbec2a0db33253489623cab2cb6bc789	0	0	0
c8892e7caadce66b4d62f32b68b834a9	0	0	0
89e62622f3eab9546a07417b2b6f68d9	0	0	0
26fd625acff30e70ea46bf699dc2b420	0	0	0
9e377168feb76370ac97cf204838daf7	0	0	0
8aeec865a86dde96e3e84deea42abd1e	0	5	0
b03ba0f6b60dbe3e2de28356cedd0ac8	0	0	0
281fc5a11132d1f51d52d9ff97ad2e73	0	0	0
737d95d49aeea5338ce6e6f36ecbca97	7	0	0
973d79e0662ae704214e5250badea492	0	0	0
4434bb54dc1edfe4e081e19e471650a3	0	20	10
cb3e9dd43853e826eac2cfc6ee7d5802	0	0	0
b2d790c76c33d0f36f86ba781cf7b0b9	0	0	0
0ba9a5dc758829f0e5439a29c26fba4f	0	0	7
1e2d7f0a2a862af3c1d3fd3d9e810432	0	0	0
427f2539ec66f21465192d4ec1d1f9de	0	0	0
0c57ee8b1d823230e3a0388ce04b8fae	0	0	0
229c25525a14be91a541d6d7aff36f62	0	0	0
